cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
foundation models,model,expert demonstrations,data,generates,1,1,high,pairs massively parallel GPU simulation with foundation models to design diverse manipulation tasks
expert demonstrations,data,behavior cloning,model,transfers_to,1,1,high,train behavior cloning policies on generated data
behavior cloning,model,real robotic hardware,adaptation,deploys,1,1,high,deploy them directly on real robot hardware
real robot hardware,adaptation,object poses,outcome,generalizes,1,1,high,the policies generalize to novel object poses
Depth Anything V2,model,real-world images,problem,requires,1,1,high,struggle with real-world images that are far from the training distribution
synthetic dataset,data,zero-shot sim-to-real generalization,adaptation,enables,1,1,high,strong data efficiency as the entire network is trained solely on a large-scale synthetic dataset
data augmentation,data,robustness,outcome,improves,1,1,high,Data augmentation is crucial for improving the robustness of face detection systems.
depth copy paste,data,consistent face detection samples,data,generates,1,1,high,Depth Copy Paste... generates diverse and physically consistent face detection training samples.
image processing,model,semantic coherence,model,enables,1,1,high,We propose Depth Copy Paste... that generates diverse and physically consistent face detection training samples by copyi
SAM,model,high quality masks,data,improves,1,1,high,we integrate SAM for precise segmentation and Depth-Anything to extract only the non occluded visible person regions.
Depth Anything,model,visible person regions,data,generates,1,1,high,we integrate SAM for precise segmentation and Depth-Anything to extract only the non occluded visible person regions.
depth features,model,optimal parameters of each layer,data,enables,1,1,high,we introduce a depth guided sliding window placement mechanism that searches over the background depth map.
realistic training data,data,significant improvements,outcome,improves,1,1,high,"Depth Copy Paste provides more diverse and realistic training data, leading to significant performance improvements."
video diffusion models,model,data synthesis,data,transfers_to,1,1,high,"we introduce AnchorDream, an embodiment-aware world model that repurposes pretrained video diffusion models for robot da"
human-robot collaboration,data,large high-quality datasets,data,generates,1,1,high,"Starting from only a handful of human teleoperation demonstrations, our method scales them into large, diverse, high-qua"
robot data synthesis,data,downstream policy learning improvement,outcome,improves,1,1,high,the generated data leads to consistent improvements in downstream policy learning.
grasping conditions,problem,reinforcement learning,model,integrates_with,1,1,medium,We factorize functional grasping conditions into two complementary components - grasping style and affordance - and inte
robot motion renderings,data,synthetic data generation,data,enables,1,1,high,"conditions the diffusion process on robot motion renderings, anchoring the embodiment."
YOLO models,model,instance segmentation,outcome,improves,1,1,high,"YOLO models achieve 68.9%, 72.2%, and 71.9% F1"
iou choices,data,performance gaps,outcome,correlates,1,1,medium,IoU choices can inflate performance gaps by up to 30%
SAM,model,boundary quality,outcome,improves,1,1,high,revealing 12 times superior boundary stability of SAM3
fine-tuned models,model,detection completeness,outcome,improves,1,1,high,specialization in detection completeness of YOLO11
open-source code,interface,methodological recommendations,outcome,enables,1,1,medium,"providing open-source code, evaluation pipelines, and methodological recommendations"
reinforcement learning,model,grasp performance,outcome,improves,1,1,high,"Reinforcement learning (RL) has achieved great success in dexterous grasping, significantly improving grasp performance "
DemoFunGrasp,model,detection accuracy,outcome,improves,1,1,high,"Experimental results... show that DemoFunGrasp generalizes to unseen combinations of objects, affordances, and grasping "
single demonstration,data,multi-task optimization,problem,solves,1,1,medium,"To address the multi-task optimization challenge, we leverage a single grasping demonstration and reformulate the RL pro"
vision-language model,model,autonomous grasp execution,outcome,enables,1,1,high,"by incorporating a vision-language model (VLM) for planning, our system achieves autonomous instruction-following grasp "
embodiment-aware world model,model,prevent hallucination,adaptation,enables,1,1,high,anchoring the embodiment to prevent hallucination while synthesizing objects and environments.
multi-frequency gated convolution,model,feature representation,data,enhances,1,1,high,enhances feature representation by jointly analyzing spatial and frequency-domain information
high-fidelity simulation,data,sim-to-real,adaptation,reduces,1,1,high,"To bridge the simulation-to-reality (sim2real) gap, we integrate a high-fidelity MuJoCo simulation"
real-world inertial parameter identification,data,detection accuracy,outcome,improves,1,1,high,real-world inertial parameter identification can significantly improve force and torque accuracy
sim-to-real gap,adaptation,robust performance,outcome,enables,1,1,medium,"providing a robust, reproducible platform for advanced robotics research"
real-to-sim-to-real framework,adaptation,enhanced capability to traverse difficult geometries,outcome,improves,1,1,high,significantly enhancing the robot's capability to traverse extremely difficult geometries
pre-trained policy on terrains,data,parameter-efficient fine-tuning,model,transfers_to,1,1,high,a policy is first pre-trained on diverse procedurally generated terrains
high-fidelity reconstruction pipeline,model,test-time adaptation,interface,enables,1,1,high,ensuring both speed and quality during test-time training
test-time training,model,robust sim-to-real transfer,outcome,improves,1,1,high,policy after test-time training exhibits robust zero-shot sim-to-real transfer capability
multi-modal large language models,model,SAM,model,integrates_with,1,1,high,"leverages Multi-modal Large Language Models (MLLMs) as autonomous agents, employing reinforcement learning with verifiab"
pose landmarks,data,mask prediction,outcome,enables,1,1,high,allows accurate mask prediction from as few as a single keypoint
foundation model,model,human-like decision heuristics,adaptation,enables,1,1,medium,enabling the model to internalize human-like decision heuristics and adaptive refinement strategies
two-stage training,model,interaction parsimony,outcome,improves,1,1,high,"integrates multi-turn, end-to-end outcome verification with a clinical-fidelity process reward design to promote interac"
SAM-Agent,model,state-of-the-art performance,outcome,generates,1,1,high,"MedSAM-Agent achieves state-of-the-art performance, effectively unifying autonomous medical reasoning with robust, itera"
self-supervised learning,model,robustness,outcome,improves,1,1,high,self-supervised DAgger variant that detects distribution shift during deployment
mass-spring model,model,object dynamics,problem,solves,1,1,high,extend a mass-spring model to more accurately capture object dynamics
self-supervised learning,data,end-to-end optimization,model,enables,1,1,high,augmented self-supervised training strategy
task-oriented cost,model,neural controller,model,generates,1,1,high,train a neural controller using a task-oriented cost
self-supervised learning,model,generalization,outcome,improves,1,1,high,"achieves fast and smooth rope stabilization, generalizing across unseen initial states"
multi-objective optimization,model,data transformations,data,optimizes,1,1,high,"Using multi-objective genetic algorithms, we optimize pipelines to balance structural coherence and style similarity."
data augmentation,data,style transfer,adaptation,requires,1,1,medium,Choosing effective data transformations and their sequence is difficult due to the large combinatorial search space.
SAM-Agent,model,interactive segmentation,interface,transfers_to,1,1,high,"we propose MedSAM-Agent, a framework that reformulates interactive segmentation as a multi-step autonomous decision-maki"
kinematic prior from simulated robot actions,adaptation,expert-novice gap,adaptation,integrates_with,1,1,high,extract kinematic prior from simulated robot actions and visual prior from real-world human observations
simhum,model,outperform baseline,outcome,improves,1,1,high,SimHum outperforms the baseline by up to 40% under the same data collection budget
reinforcement learning,model,real-world deployment,outcome,improves,1,1,high,reliance on extensive data limits real-world deployment due to the domain gap
style transfer,adaptation,synthetic data generation,data,enables,1,1,high,reinterpretation of neural style transfer to synthesise novel training data
variational autoencoder,model,self-supervised features,data,generates,1,1,high,jointly learn self-supervised feature representations for style transfer
synthesized trajectories,data,physical realism,outcome,improves,1,1,high,improve physical realism of synthesised trajectories
policy adaptation,adaptation,challenging tasks,outcome,enables,1,1,high,highlights the feasibility of policy adaptation in challenging contact-rich tasks
real-world data,data,task performance,outcome,reduces,1,1,high,achieves improved task completion time with minimal real-world data
3D point clouds,data,BCS prediction accuracy,outcome,correlates,1,1,medium,three-dimensional point clouds do not provide a consistent advantage over depth images for BCS prediction
adapter-based approach,model,volumetric context,data,injects,1,1,medium,"injects lightweight, 3D-aware Tri-Plane Mamba (TPMamba) modules into the frozen SAM ViT encoder"
image segmentation,data,BCS prediction accuracy,outcome,generates,1,1,medium,comparable performance was observed when segmented hindquarter data were used
handcrafted feature data,data,BCS prediction accuracy,outcome,reduces,1,1,high,Both depth image and point cloud approaches showed reduced accuracy when handcrafted feature data were employed
differentiable physics simulation,model,accurate contact simulation,adaptation,enables,1,1,high,provides second-order analytic derivatives to the numerical solver
efficient use of derivative information,model,less physics simulation,data,reduces,1,1,high,requires significantly less physics simulation steps during planning
interior-point smoothing,model,collision detection,adaptation,integrates_with,1,1,medium,smoothing inspired by interior-point methods applied to both the collision detection
trajectory optimization,model,robustness,adaptation,improves,1,1,high,trajectory optimization problem that ensures robustness with respect to sim-to-real mismatches
Hessians,model,successful executions,outcome,improves,1,1,high,over 99% successful executions are achieved in real-world experiments
SAM,model,domain shift,problem,solves,1,1,high,Foundation models like the Segment Anything Model (SAM) provide powerful general-purpose representations but struggle in
Mamba-based SSMs,model,computational cost,problem,reduces,1,1,high,the high computational cost of fine-tuning
dual-branch architecture,model,domain-specific representations,data,generates,1,1,medium,explicitly fuses general features from a frozen SAM encoder with domain-specific representations
depth images,data,BCS prediction accuracy,outcome,correlates,1,1,high,Depth image-based models consistently achieved higher accuracy than point cloud-based models
interface-specific data,data,interface-specific policy,adaptation,requires,1,1,medium,trained using minimal interface-specific data
resampling and rewards,data,task-specific adaptation,model,improves,1,1,high,learns a teleoperation-oriented general motion tracker via RL
digital twin,data,bidirectional transfer,adaptation,enables,1,1,high,"efficiently reconstructed from smartphone-captured scenes, enabling realistic bidirectional transfer"
data distribution,data,exploration space expansion,model,correlates,1,1,high,effective exploration space of online RL is closely tied to the data distribution of supervised fine-tuning
exploration strategy,model,enhanced initialization,model,improves,1,1,high,exploration space expansion strategy using digital twins to broaden the support of the data trajectory distribution
initialization,model,sim-to-real exploration strategy,adaptation,enables,1,1,high,"building on this enhanced initialization, we propose a sim-to-real guided exploration strategy"
sim-to-real guided exploration strategy,adaptation,efficient and parallel RL,model,improves,1,1,high,TwinRL performs efficient and parallel online RL in the digital twin prior to deployment
efficient digital twin sampling,data,targeted rollouts,interface,enables,1,1,high,"exploit efficient digital twin sampling to identify failure-prone yet informative configurations, which are used to guid"
RGB images,data,depth annotation,model,generates,1,1,high,"predicts accurate, metric-scale scene geometry directly from RGB images"
style transfer,adaptation,real images,problem,transfers_to,1,1,high,Models trained on such images can perform poorly on real images due to the domain gap.
RoboTwin 2.0,model,performance gains,outcome,improves,1,1,high,consistent gains in performance across downstream tasks
synthetic dataset,data,sim-to-real,adaptation,enables,1,1,medium,suggesting the promise of this alternative 3D sensing module for robotic manipulation
masked point head,model,depth annotation,model,improves,1,1,high,"employs a masked point head for sharp, fine-grained point clouds"
keypoint-based PnP formulation,model,refined camera extrinsics and alignment,model,improves,1,1,high,refine camera extrinsics and global alignment
molmospaces,data,large-scale benchmarking,outcome,enables,1,1,high,support large-scale benchmarking of robot policies
molmospaces,data,indoor environments,data,generates,1,1,high,over 230k diverse indoor environments
molmospaces-bench,model,strong sim-to-real correlation,outcome,improves,1,1,high,exhibits strong sim-to-real correlation (R = 0.96)
molmospaces,data,policy training,outcome,enables,1,1,high,"provide a foundation for scalable data generation, policy training"
molmospaces-bench,model,zero-shot policies,outcome,improves,1,1,high,newer and stronger zero-shot policies outperform earlier versions
indoor environments,data,manipulable objects,data,correlates,1,1,medium,"populated with 130k richly annotated object assets, including 48k manipulable objects"
RoboTwin 2.0,model,high-fidelity frames,data,requires,1,1,high,"trained on Robo3R-4M, a curated large-scale synthetic dataset"
pipeline evaluation,model,segmentation performance,outcome,evaluates,1,1,high,we evaluate the resulting Pareto front using distributional metrics and segmentation performance.
point cloud data,data,point-image interactions,model,correlates,1,1,high,point density plays a crucial role under such conditions
conditional point sparsification,adaptation,SAM interactions,model,adapts,1,1,high,"propose Conditional Point Sparsification (CPS), a training-free approach"
ground-truth masks,data,guiding strategies for improving generative models,data,enables,1,1,high,"Leveraging ground-truth masks, the reference images provide reliable guidance"
CPS,adaptation,more accurate segmentation results,outcome,improves,1,1,high,CPS outperforms existing training-free SAM-based methods
manual prompts,problem,performance,outcome,reduces,1,1,high,its performance is severely dependent on the quality of manual prompts
RGB images,data,spatial structures,problem,hinders,1,1,high,the RGB images that instance segmentation methods normally use inherently lack depth information
semantic-spatial self-prompt module,model,self-prompting,adaptation,enables,1,1,high,we design a Semantic-Spatial Self-prompt Module (SSSPM) which extracts the semantic and spatial prompts
rgb-d fusion module,model,feature fusion,interface,improves,1,1,high,"we introduce a Coarse-to-Fine RGB-D Fusion Module (C2FFM), in which the features extracted from a monocular RGB image an"
self-supervised learning,model,spatial information loss,problem,compensates,1,1,high,the guidance of the self-prompts and the compensation for the spatial information loss
motion tracker,model,mobile teleoperation,outcome,enables,1,1,high,critical for mobile teleoperation
insufficient diversity,problem,realism,problem,reduces,1,1,high,insufficient diversity... restricts their realism in complex scenarios
UnionST,data,improved simulations,data,enables,1,1,high,"introduce UnionST, a strong data engine synthesizes text covering a union of challenging samples"
UnionST-S,data,significant improvements,outcome,improves,1,1,high,models trained on UnionST-S achieve significant improvements over existing synthetic datasets
self-supervised learning,model,competitive performance,outcome,enables,1,1,high,trained models achieve competitive performance by only seeing 9% of real data labels
robot-free data collection,interface,whole-body motion,data,enables,1,1,high,HuMI enables robot-free data collection by capturing rich whole-body motion using portable hardware.
rich whole-body motion,data,hierarchical learning pipeline,model,drives,1,1,high,This data drives a hierarchical learning pipeline that translates human motions into dexterous and feasible humanoid ski
hierarchical learning pipeline,model,dexterous skills,outcome,improves,1,1,high,achieves a 3x increase in data collection efficiency compared to teleoperation.
hierarchical learning pipeline,model,success rate in unseen environments,outcome,improves,1,1,high,attains a 70% success rate in unseen environments.
sim-to-real interface gap,problem,interface-specific policy,adaptation,solves,1,1,high,bridge the sim-to-real interface gap without sacrificing generality
interface policy,adaptation,tracker,model,transfers_to,1,1,high,distilled into the general tracker through an additive residual module
SAM,model,state-of-the-art counterparts,outcome,improves,1,1,high,our SPDA-SAM outperforms its state-of-the-art counterparts across twelve different data sets
SAM,model,higher Dice scores,outcome,improves,1,1,high,achieved 2-3x higher Dice scores compared with the supervised SAM-Med3D model
system identification,model,sim-to-real alignment,adaptation,improves,1,1,high,"explicit system identification...is often insufficient to align the intricate, high-dimensional, and state-dependent dyn"
real-world observations,data,neural dynamics model,model,generates,1,1,high,learns a contact-aware neural dynamics model to refine simulated states using real-world observations
tactile sensing,data,state prediction accuracy,outcome,improves,1,1,high,using tactile contact information...results in a neural dynamics model grounded by real-world data
neural model,model,policy performance,outcome,evaluates,1,1,high,can be effectively used to predict policy performance
sim-to-real alignment,adaptation,scalable approach,outcome,enables,1,1,high,"offering a scalable, data-driven approach to sim-to-real alignment"
data collection pipeline,data,large-scale training datasets,data,generates,1,1,high,large-scale training datasets are constructed via domain randomization.
systematic analysis,problem,optimal policies,model,defines,1,1,high,Optimal viewpoints are defined through systematic sampling and evaluation of candidate viewpoints.
viewpoint prediction network,model,camera pose estimation,model,predicts,1,1,high,directly predict camera pose adjustments.
simhum,model,data-efficient robotic manipulation,outcome,improves,1,1,high,achieve data-efficient and generalizable robotic manipulation in real-world tasks
sim-to-real transfer,adaptation,grasp success rate,outcome,enables,1,1,high,enable seamless sim-to-real transfer without additional fine-tuning.
vision-language model,model,global semantic alignment,outcome,enables,1,1,high,"vision-language models (e.g., CLIP) excel at global semantic alignment"
self-supervised learning,model,anatomical variability,outcome,enables,1,1,high,"self-supervised methods (e.g., MAE, DINO) capture intricate local structures"
multi-task framework,model,spatial precision,outcome,improves,1,1,high,"integrated into a principled multi-task framework, further enhanced by dense spatial supervision"
expert models,data,dense proxy labels,data,generates,1,1,high,"leverage high-capacity 'expert' models -- such as Depth Anything V2 and OWLv2 -- to synthesize dense, structured pseudo-"
multi-task learning,model,visual encoders,outcome,enables,1,1,high,"multi-task learning, fueled by high-quality pseudo-supervision, is a scalable path toward more general visual encoders"
multi-task framework,model,spatial reasoning,outcome,improves,1,1,high,"MTV achieves 'best-of-both-worlds' performance, significantly enhancing fine-grained spatial reasoning"
sam,model,FeTal-SAM,model,adapts,1,1,high,"FeTal-SAM, a novel adaptation of the Segment Anything Model (SAM) tailored for fetal brain MRI segmentation."
concise,data,spatially aligned labels,data,generates,1,1,high,We leverage multi-atlas registration to generate spatially aligned label templates.
spatially aligned label templates,data,dense prompts,data,transfers_to,1,1,high,"serve as dense prompts, alongside a bounding-box prompt, for SAM's segmentation decoder."
active perception,interface,grasp success rate,outcome,improves,1,1,high,active perception guided by the framework significantly improves grasp success rates.
pose-guided tuning,adaptation,occlusion-aware segmentation,outcome,enables,1,1,high,"pose-guided fine-tuning of SAM enables effective, occlusion-aware human segmentation"
visibility keypoints,data,sensitivity,outcome,reduces,1,1,high,"This strategy reduces sensitivity to common errors, such as missing body parts or misclassified clothing"
RGB images,data,3D assets,model,generates,1,1,high,rapidly reconstruct object-level 3D assets from RGB images
3D anatomical model,model,geometry library,data,integrates_with,1,1,high,forming a reusable geometry library
synchronized twin,model,collision-free trajectories,outcome,enables,1,1,high,compute collision-free and dynamically feasible trajectories
real-world object states,data,point cloud segmentation updates,model,generates,1,1,high,tracking real-world object states via point cloud segmentation updates
image segmentation,model,surgical tasks,model,adapts,1,1,high,continuously synchronizes the digital twin by tracking real-world object states
synchronized twin,model,manipulation performance,outcome,improves,1,1,high,SyncTwin improves manipulation performance and motion safety
skill-level info,problem,generalization,outcome,improves,1,1,high,"improve generalization by scaling data and networks, but model tasks independently"
SAM,model,Dice score improvements,outcome,improves,1,1,high,consistent and statistically significant Dice score improvements over the pretrained SAM 2 baseline
skill-specific representation,data,motion flow,model,transfers_to,1,1,high,conditions a skill-constrained diffusion model to generate object-centric motion flow
skill-retrieval strategy,adaptation,mapping network,model,improves,1,1,high,refine the mapping from 2D motion flow to executable 3D actions
isaacskill dataset,data,evaluation and sim-to-real,adaptation,enables,1,1,high,high-fidelity dataset containing fundamental robotic skills for comprehensive evaluation and sim-to-real transfer
SAM,model,performance and generalization,outcome,improves,1,1,high,SADiff achieves good performance and generalization across various manipulation tasks
SAM,model,mask prediction accuracy,outcome,improves,1,1,high,mask prediction accuracy often falls short of the precision required in real-world applications.
segmentation,model,matting,model,correlates,1,1,high,strong correlations between segmentation and matting.
SAM,model,interactive image segmentation and matting,outcome,enables,1,1,high,SAMA delivers high-quality interactive image segmentation and matting.
multi-view localization encoder,model,detailed features,data,generates,1,1,medium,captures detailed features from local views.
localization adapter,model,mask outputs,data,refines,1,1,medium,refines mask outputs by recovering subtle boundary details.
synthetic data,data,zero-shot generalization,adaptation,improves,1,1,high,demonstrating stronger zero-shot generalization across modalities
SAM,model,skill representations,data,generates,1,1,high,SADiff learns skill-specific representations through a skill-aware encoding module
SAM,model,reconstruction quality,outcome,improves,1,1,high,SAM 3D with multi-view agreement fusion outperforms other 3D generation methods
concise term,outcome,scalable deployment,outcome,enables,1,1,high,improving reconstruction quality is more critical than increasing model complexity
ensemble model,model,performance consistency,outcome,improves,1,1,high,classical ensemble models provide the most consistent performance for practical farm scenarios
3D reconstruction,model,local features,outcome,enables,1,1,high,non-contact method for live weight calculation in cattle using 3D reconstruction
U-Net,model,point-based prompts,data,generates,1,1,high,U-Net provides point-based prompts and pseudo-labels to guide SAM's adaptation
point prompting,data,SAM,model,adapts,1,1,high,guiding SAM's adaptation
U-Net,model,unlabeled data,data,exploits,1,1,high,both models to effectively exploit the unlabeled data
specialist-generalist cooperation,adaptation,label-efficient medical image segmentation,outcome,improves,1,1,high,highlighting the value of specialist-generalist cooperation for label-efficient medical image segmentation
real-to-sim transfer,adaptation,scalable data,data,enables,1,1,high,"Real-to-Sim-to-Real technique is gaining increasing interest for robotic manipulation, as it can generate scalable data "
depth features,data,binary segmentation,model,enables,1,1,high,This strategy enables binary segmentation on a per-structure basis.
cobot,model,kinematically consistent trajectories,data,generates,1,1,high,captures kinematically consistent trajectories with millimeter-level accuracy
3d gaussian splatting assets,data,geometry-aware reasoning,adaptation,enables,1,1,high,"reconstructed as editable 3D Gaussian Splatting assets, enabling geometry-consistent replay"
adapter,model,enhanced robustness,adaptation,improves,1,1,high,injects instance-level semantics into the policy to enhance robustness under visual domain shifts
exogs,model,data efficiency,outcome,improves,1,1,high,ExoGS significantly improves data efficiency and policy generalization compared to teleoperation-based baselines
depth images,data,foundation model,model,generates,1,1,high,self-supervised foundation model trained entirely on depth images
foundation model,model,robust sim-to-real transfer,adaptation,improves,1,1,high,achieve robust sim-to-real transfer for a wide range of tasks
foundation model,model,compact models,model,adapts,1,1,high,distill DeFM into compact models suitable for resource-constrained robotic systems
foundation model,model,depth-based robotic learning,interface,enables,1,1,high,can be adopted off-the-shelf for depth-based robotic learning
foundation model,model,strong generalization,adaptation,improves,1,1,high,demonstrates strong generalization from simulation to real-world environments
real-world human data,data,synthetic data generation,data,enables,1,1,high,human data provides the real-world observation that simulation struggles to render
dynamic interactions,problem,efficient data collection,data,solves,1,1,high,"transfer of interactions, which could be challenging and inefficient to obtain purely in simulation"
binary segmentation,model,3D mesh,outcome,generates,1,1,high,which is subsequently fused to reconstruct the full 3D segmentation volumes.
fetalsam,model,robust performance,outcome,improves,1,1,high,FeTal-SAM's robust performance across gestational ages.
fetalsam,model,segmentation model,outcome,enables,1,1,high,FeTal-SAM's potential to serve as a general-purpose segmentation model without exhaustive retraining.
synthetic data generation,data,large-scale real-world manipulation datasets,problem,solves,1,1,high,progress remains constrained by the scarcity of large-scale real-world manipulation datasets
Point Bridge,model,zero-shot sim-to-real transfer,adaptation,enables,1,1,high,unlock synthetic datasets for zero-shot sim-to-real policy transfer
automated system,model,human-robot collaboration,outcome,improves,1,1,high,train capable real-world manipulation agents using only synthetic data
co-training on small sets,data,performance,outcome,improves,1,1,high,"further improves performance, substantially outperforming prior vision-based sim-and-real co-training methods"
Point Bridge,model,efficient inference-time pipelines,interface,integrates_with,1,1,medium,efficient inference-time pipelines to train capable real-world manipulation agents
3D model,problem,domain gap,problem,solves,1,1,high,"mitigating the sim-to-real gap in applications such as digital avatars, virtual try-on and robotic manipulation."
reinforcement learning,model,3D anatomical model,model,enables,1,1,high,"We propose ReWeaver, a novel framework for topology-accurate 3D garment and sewing pattern reconstruction."
RGB images,data,3D point cloud,model,generates,1,1,high,utilized multi-view RGB images with SAM 3D-based agreement-guided fusion
large-scale dataset,data,training,model,enables,1,1,high,"To enable effective training, we construct a large-scale dataset GCD-TS."
reinforcement learning,model,topology accuracy,outcome,improves,1,1,high,ReWeaver consistently outperforms existing methods in terms of topology accuracy.
reinforcement learning,model,geometry-aware reasoning,outcome,improves,1,1,high,ReWeaver consistently outperforms existing methods in terms of geometry alignment.
reinforcement learning,model,seam-panel consistency,outcome,improves,1,1,high,ReWeaver consistently outperforms existing methods in terms of seam-panel consistency.
virtual environment,data,cost-effective DRL training alternative,outcome,enables,1,1,high,Virtual environments offer a cost-effective alternative for training DRL agents.
CycleGAN,model,translation,adaptation,generates,1,1,high,SICGAN translates raw virtual observations into real-synthetic images.
SAM,model,hybrid domain for training DRL agents,adaptation,enables,1,1,high,creating a hybrid domain for training DRL agents.
foundation model,adaptation,zero-shot transfer,outcome,improves,1,1,high,Achieving zero-shot transfer... is particularly desirable for its efficiency and practical value.
zero-shot transfer,outcome,deployed agents,outcome,enables,1,1,high,"the agent can be directly deployed, bypassing the need for real-world training."
augmented reality targets,interface,improve evaluation efficiency,outcome,improves,1,1,high,We use augmented reality targets to improve the evaluation process efficiency.
RGB images,data,structured representations,model,generates,1,1,high,predicts seams and panels as well as their connectivities in both the 2D UV space and the 3D space.
SAM,model,strong cross-dataset robustness,outcome,improves,1,1,high,demonstrating strong cross-dataset robustness and adaptability to unseen surgical environments
Laparoscopic Liver Surgical Dataset,data,validation benchmark,data,generates,1,1,high,construct a new Laparoscopic Liver Surgical Dataset (LLSD) as an external validation benchmark
LLSD dataset,data,competitive performance,outcome,enables,1,1,high,our model maintains competitive performance and significantly outperforms SAM-based baselines
generative model,model,balanced datasets,data,improves,1,1,high,Image translation can help balance datasets but is challenging for ultrasound sub-modalities to date.
generative model,model,ultrasound imaging,outcome,enables,1,1,high,utilized two networks: one for reconstructing anatomic structures and one for denoising to achieve realistic ultrasound 
synthetic data,data,DL classification tasks,outcome,transfers_to,1,1,high,Synthetic videos performed indistinguishably from real ones in DL classification and segmentation tasks.
model performance,model,expand utility of collected imaging,outcome,improves,1,1,medium,the model worked well on ultrasound spanning several clinical domains.
bayesian feature model,model,shared representation,model,enables,1,1,high,"learns an effective shared latent representation that embeds motions, goals, and rewards"
latent representation,model,multiple tasks,outcome,improves,1,1,high,enabling a single policy to be prompted for multiple downstream tasks without retraining
SAM,model,geometric segmentation,model,correlates,1,1,medium,purely geometric and temporal segmentation
unsupervised reinforcement learning,model,explainable representation,model,improves,1,1,medium,builds upon recent advancements in unsupervised RL and Forward-Backward (FB) models
bayesian feature model,model,scalable behavioral models,outcome,enables,1,1,high,"establishes a step toward scalable, promptable behavioral foundation models for whole-body humanoid control"
pre-trained GVEs,model,covariance descriptors,data,generates,1,1,high,constructing covariance descriptors from features extracted by pre-trained general vision encoders
covariance descriptors,data,medical image classification,outcome,improves,1,1,high,covariance descriptors derived from GVE features consistently outperform those derived from handcrafted features
dinov2 features,model,SPDNet,model,integrates_with,1,1,high,SPDNet yields superior performance to state-of-the-art methods when combined with DINOv2 features
covariance descriptors,data,SPDNet,model,requires,1,1,medium,combining covariance descriptors with powerful pretrained vision encoders for medical image analysis
domain randomization,adaptation,context-aware policies,model,improves,1,1,high,sim-to-real transfer can be improved by conditioning the policy on an estimate of the dynamics parameters
context estimation module,model,context-aware policies,model,integrates_with,1,1,high,we integrate a context estimation module into a DR-based RL framework
context-aware policies,model,pushing task,outcome,evaluates,1,1,high,evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task
context-aware policies,model,context-agnostic baseline,model,improves,1,1,high,context-aware policies outperform the context-agnostic baseline across all settings
bayesian feature model,model,whole-body skills,outcome,enables,1,1,high,enables versatile and robust whole-body skills on a Unitree G1 humanoid
deformable attention,model,boundary precision,outcome,improves,1,1,high,"improving semantic class balance, boundary precision, and optimization stability."
foundation model,model,optimization stability,outcome,improves,1,1,high,"Training is guided by a hybrid loss that integrates Focal, Dice, Lovasz-Softmax, and Surface losses."
AD-SAM,model,data efficiency,outcome,enables,1,1,high,"It maintains 0.607 mIoU with only 1000 samples, suggesting data efficiency critical for reducing annotation costs."
dual-encoder,model,multi-scale representations,model,generates,1,1,high,The dual-encoder produces multi-scale fused representations by combining global semantic context.
low-rank adaptation,model,efficient adaptation,adaptation,enables,1,1,high,the SpinalSAM-R1 is fine-tuned using Low-Rank Adaptation (LoRA) for efficient adaptation
anatomy-guided attention,model,segmentation accuracy,outcome,improves,1,1,high,introduces an anatomy-guided attention mechanism to improve spine segmentation performance
DeepSeek-R1,model,language-guided refinement,interface,enables,1,1,high,"a semantics-driven interaction protocol powered by DeepSeek-R1, enabling natural language-guided refinement"
pyqt5 interactive software,interface,clinical operation,outcome,supports,1,1,high,"develop a PyQt5-based interactive software, which supports point, box, and text-based prompts"
closed-loop control,model,higher time efficiency,outcome,improves,1,1,high,centralised policies achieve much higher time efficiency during training
cross-attention fusion,model,integration of RGB and depth cues,adaptation,enables,1,1,high,cross-attention fusion module further integrates RGB and depth cues
n variability,problem,high efficiency,outcome,generates,1,1,high,the distributed policy shows a high sample efficiency
closed-loop control,model,outperform distributed policy,outcome,solves,1,1,medium,the centralised policy outperforms the distributed one
distributed policy,model,faster convergence,outcome,improves,1,1,medium,yields faster convergence given the same sample size
closed-loop control,model,less training time,outcome,reduces,1,1,high,it takes much less time to train the same size of samples
synthetic data,data,model generalization,outcome,improves,1,1,high,synthetic data demonstrates good generalization properties
blender,data,synthetic data,data,generates,1,1,high,pipeline for procedural generation of synthetic crop-weed images using Blender
state-of-the-art segmentation,model,cross-domain generalization,outcome,evaluates,1,1,medium,benchmark several state-of-the-art segmentation models on synthetic and real datasets
SAM,model,efficient fine-tuning of attention layers,adaptation,enables,1,1,high,enables efficient fine-tuning of high-dimensional attention layers without sacrificing representational power
SAM,model,RGB features,data,generates,1,1,high,extract RGB features and Depth Anything V2 (DA2) encoder to extract depth-aware features
da2,model,depth-aware features,data,generates,1,1,high,extract RGB features and Depth Anything V2 (DA2) encoder to extract depth-aware features
distributed policy,model,success rate,outcome,improves,1,1,high,"distributed policy promotes a stronger success rate, resilience, and robustness"
synthetic data,data,trajectory-predicting agent,model,generates,1,1,high,RL agent is first trained in simulation using a kinematic bicycle model
trajectory optimizer,model,zero-shot transfer,adaptation,enables,1,1,high,alignment strategy enables robust zero-shot transfer of RL-based motion planning
